Sentence_1,Sentence_2,Word,Same_sense,Distance,Layer,S1_ntokens,S2_ntokens,token_diffs,n_params
Compró el gato para el niño.,Compró el gato hidraúlico.,gato,False,0.09858530759811401,6,10,10,0,109850880
Compró el gato peludo.,Compró el gato para el auto.,gato,False,0.12652570009231567,6,9,10,1,109850880
Compró el gato peludo.,Compró el gato hidraúlico.,gato,False,0.08376580476760864,6,9,10,1,109850880
Compró el gato para el auto.,Compró el gato hidraúlico.,gato,True,0.1078416109085083,6,10,10,0,109850880
Llamó al guardia de seguridad.,Llamó al guardia de noche.,guardia,True,0.08440417051315308,6,8,8,0,109850880
Llamó al guardia de seguridad.,Llamó a la guardia nacional.,guardia,False,0.3125678300857544,6,8,8,0,109850880
Llamó al guardia de seguridad.,Llamó a la guardia costanera.,guardia,False,0.22689920663833618,6,8,10,2,109850880
Llamó al guardia de noche.,Llamó a la guardia nacional.,guardia,False,0.3181852102279663,6,8,8,0,109850880
Llamó al guardia de noche.,Llamó a la guardia costanera.,guardia,False,0.16639584302902222,6,8,10,2,109850880
Llamó a la guardia nacional.,Llamó a la guardia costanera.,guardia,True,0.2408105731010437,6,8,10,2,109850880
Era una guía turística.,Era una guía viajera.,guía,True,0.0824623703956604,6,7,8,1,109850880
Era una guía turística.,Era una guía digital.,guía,False,0.15715879201889038,6,7,7,0,109850880
Era una guía turística.,Era una guía televisiva.,guía,False,0.08637362718582153,6,7,7,0,109850880
Era una guía viajera.,Era una guía digital.,guía,False,0.1755211353302002,6,8,7,1,109850880
Era una guía viajera.,Era una guía televisiva.,guía,False,0.1170191764831543,6,8,7,1,109850880
Era una guía digital.,Era una guía televisiva.,guía,True,0.07897335290908813,6,7,7,0,109850880
Era una hoja de cálculo.,Era una hoja de papel.,hoja,True,0.12329369783401489,6,8,8,0,109850880
Era una hoja de cálculo.,Era una hoja de árbol.,hoja,False,0.24117159843444824,6,8,8,0,109850880
Era una hoja de cálculo.,Era una hoja verdosa.,hoja,False,0.23874014616012573,6,8,8,0,109850880
Era una hoja de papel.,Era una hoja de árbol.,hoja,False,0.17922556400299072,6,8,8,0,109850880
Era una hoja de papel.,Era una hoja verdosa.,hoja,False,0.1846204400062561,6,8,8,0,109850880
Era una hoja de árbol.,Era una hoja verdosa.,hoja,True,0.10459268093109131,6,8,8,0,109850880
Era un hábito irritante.,Era un hábito rutinario.,hábito,True,0.06752371788024902,6,8,8,0,109850880
Era un hábito irritante.,Era un hábito de monje.,hábito,False,0.26825207471847534,6,8,8,0,109850880
Era un hábito irritante.,Era un hábito de lona.,hábito,False,0.16169136762619019,6,8,9,1,109850880
Era un hábito rutinario.,Era un hábito de monje.,hábito,False,0.26791220903396606,6,8,8,0,109850880
Era un hábito rutinario.,Era un hábito de lona.,hábito,False,0.17069917917251587,6,8,9,1,109850880
Era un hábito de monje.,Era un hábito de lona.,hábito,True,0.14397650957107544,6,8,9,1,109850880
Le gusta la lengua castellana.,Le gusta la lengua española.,lengua,True,0.032060086727142334,6,9,8,1,109850880
Le gusta la lengua castellana.,Le gusta la lengua cocida.,lengua,False,0.27279067039489746,6,9,9,0,109850880
Le gusta la lengua castellana.,Le gusta la lengua marinada.,lengua,False,0.22378510236740112,6,9,9,0,109850880
Le gusta la lengua española.,Le gusta la lengua cocida.,lengua,False,0.27379798889160156,6,8,9,1,109850880
Le gusta la lengua española.,Le gusta la lengua marinada.,lengua,False,0.2152111530303955,6,8,9,1,109850880
Le gusta la lengua cocida.,Le gusta la lengua marinada.,lengua,True,0.0702633261680603,6,9,9,0,109850880
Era una llama ardiente.,Era una llama brillante.,llama,True,0.04018062353134155,6,7,7,0,109850880
Era una llama ardiente.,Era una llama peruana.,llama,False,0.16353976726531982,6,7,7,0,109850880
Era una llama ardiente.,Era una llama lanuda.,llama,False,0.09577208757400513,6,7,8,1,109850880
Era una llama brillante.,Era una llama peruana.,llama,False,0.15934473276138306,6,7,7,0,109850880
Era una llama brillante.,Era una llama lanuda.,llama,False,0.0828142762184143,6,7,8,1,109850880
Era una llama peruana.,Era una llama lanuda.,llama,True,0.07738244533538818,6,7,8,1,109850880
Tenía una mano de hierro.,Tenía una mano dura.,mano,True,0.16592758893966675,6,8,7,1,109850880
Tenía una mano de hierro.,Tenía una mano lastimada.,mano,False,0.17605489492416382,6,8,8,0,109850880
Tenía una mano de hierro.,Tenía una mano arrugada.,mano,False,0.1420261263847351,6,8,8,0,109850880
Tenía una mano de hierro.,Tenía una mano sudada.,mano,False,0.13542765378952026,6,8,8,0,109850880
Tenía una mano dura.,Tenía una mano lastimada.,mano,False,0.2029874324798584,6,7,8,1,109850880
Tenía una mano dura.,Tenía una mano arrugada.,mano,False,0.178267240524292,6,7,8,1,109850880
Tenía una mano dura.,Tenía una mano sudada.,mano,False,0.1786588430404663,6,7,8,1,109850880
Tenía una mano lastimada.,Tenía una mano arrugada.,mano,True,0.06733900308609009,6,8,8,0,109850880
Tenía una mano lastimada.,Tenía una mano sudada.,mano,True,0.07195204496383667,6,8,8,0,109850880
Tenía una mano arrugada.,Tenía una mano sudada.,mano,True,0.037261366844177246,6,8,8,0,109850880
Tenía una muñeca fracturada.,Tenía una muñeca lesionada.,muñeca,True,0.05218321084976196,6,8,8,0,109850880
Tenía una muñeca fracturada.,Tenía una muñeca preciosa.,muñeca,False,0.17725086212158203,6,8,7,1,109850880
Tenía una muñeca fracturada.,Tenía una muñeca plástica.,muñeca,False,0.13058537244796753,6,8,8,0,109850880
Tenía una muñeca lesionada.,Tenía una muñeca preciosa.,muñeca,False,0.11595910787582397,6,8,7,1,109850880
Tenía una muñeca lesionada.,Tenía una muñeca plástica.,muñeca,False,0.07573986053466797,6,8,8,0,109850880
Tenía una muñeca preciosa.,Tenía una muñeca plástica.,muñeca,True,0.06812804937362671,6,7,8,1,109850880
Era una naranja jugosa.,Era una naranja madura.,naranja,True,0.05142277479171753,6,8,7,1,109850880
Era una naranja jugosa.,Era un naranja oscuro.,naranja,False,0.1604817509651184,6,8,7,1,109850880
Era una naranja jugosa.,Era un naranja brillante.,naranja,False,0.14163285493850708,6,8,7,1,109850880
Era una naranja madura.,Era un naranja oscuro.,naranja,False,0.1149590015411377,6,7,7,0,109850880
Era una naranja madura.,Era un naranja brillante.,naranja,False,0.11289381980895996,6,7,7,0,109850880
Era un naranja oscuro.,Era un naranja brillante.,naranja,True,0.04341244697570801,6,7,7,0,109850880
Era una nave de madera.,Era una nave marítima.,nave,True,0.1828562617301941,6,8,7,1,109850880
Era una nave de madera.,Era una nave católica.,nave,False,0.12358272075653076,6,8,7,1,109850880
Era una nave de madera.,Era una nave sagrada.,nave,False,0.14364176988601685,6,8,7,1,109850880
Era una nave marítima.,Era una nave católica.,nave,False,0.16361045837402344,6,7,7,0,109850880
Era una nave marítima.,Era una nave sagrada.,nave,False,0.1543225646018982,6,7,7,0,109850880
Era una nave católica.,Era una nave sagrada.,nave,True,0.14538902044296265,6,7,7,0,109850880
Era una nota desafinada.,Era una nota aguda.,nota,True,0.0838354229927063,6,9,7,2,109850880
Era una nota desafinada.,Era una nota musical.,nota,True,0.1316671371459961,6,9,7,2,109850880
Era una nota desafinada.,Era una nota académica.,nota,False,0.22560125589370728,6,9,7,2,109850880
Era una nota desafinada.,Era una nota decepcionante.,nota,False,0.19505125284194946,6,9,8,1,109850880
Era una nota desafinada.,Era una nota satisfactoria.,nota,False,0.22601604461669922,6,9,7,2,109850880
Era una nota aguda.,Era una nota musical.,nota,True,0.1349688172340393,6,7,7,0,109850880
Era una nota aguda.,Era una nota académica.,nota,False,0.18358159065246582,6,7,7,0,109850880
Era una nota aguda.,Era una nota decepcionante.,nota,False,0.18500715494155884,6,7,8,1,109850880
Era una nota aguda.,Era una nota satisfactoria.,nota,False,0.17526847124099731,6,7,7,0,109850880
Era una nota musical.,Era una nota académica.,nota,False,0.1676838994026184,6,7,7,0,109850880
Era una nota musical.,Era una nota decepcionante.,nota,False,0.22187232971191406,6,7,8,1,109850880
Era una nota musical.,Era una nota satisfactoria.,nota,False,0.2229899764060974,6,7,7,0,109850880
Era una nota académica.,Era una nota decepcionante.,nota,True,0.16843640804290771,6,7,8,1,109850880
Era una nota académica.,Era una nota satisfactoria.,nota,True,0.1518126130104065,6,7,7,0,109850880
Era una nota decepcionante.,Era una nota satisfactoria.,nota,True,0.07742416858673096,6,8,7,1,109850880
Se trataba de una ola marítima.,Se trataba de una ola navegable.,ola,True,0.0492093563079834,6,9,10,1,109850880
Se trataba de una ola marítima.,Se trataba de una ola migratoria.,ola,False,0.12662982940673828,6,9,10,1,109850880
Se trataba de una ola marítima.,Se trataba de una ola criminal.,ola,False,0.15382534265518188,6,9,9,0,109850880
Se trataba de una ola navegable.,Se trataba de una ola migratoria.,ola,False,0.18567800521850586,6,10,10,0,109850880
Se trataba de una ola navegable.,Se trataba de una ola criminal.,ola,False,0.1963636875152588,6,10,9,1,109850880
Se trataba de una ola migratoria.,Se trataba de una ola criminal.,ola,True,0.12473201751708984,6,10,9,1,109850880
Es una orden jurídica.,Es una orden ejecutiva.,orden,True,0.2114255428314209,6,7,7,0,109850880
Es una orden jurídica.,Es una orden religiosa.,orden,False,0.22399437427520752,6,7,7,0,109850880
Es una orden jurídica.,Es una orden católica.,orden,False,0.23326748609542847,6,7,7,0,109850880
Es una orden ejecutiva.,Es una orden religiosa.,orden,False,0.3577747344970703,6,7,7,0,109850880
Es una orden ejecutiva.,Es una orden católica.,orden,False,0.3533434271812439,6,7,7,0,109850880
Es una orden religiosa.,Es una orden católica.,orden,True,0.0635409951210022,6,7,7,0,109850880
Estaba en la palma frondosa.,Estaba en la palma de coco.,palma,True,0.15369445085525513,6,9,9,0,109850880
Estaba en la palma frondosa.,Estaba en la palma derecha.,palma,False,0.23641258478164673,6,9,8,1,109850880
Estaba en la palma frondosa.,Estaba en la palma izquierda.,palma,False,0.22281503677368164,6,9,8,1,109850880
Estaba en la palma de coco.,Estaba en la palma derecha.,palma,False,0.19622576236724854,6,9,8,1,109850880
Estaba en la palma de coco.,Estaba en la palma izquierda.,palma,False,0.1944272518157959,6,9,8,1,109850880
Estaba en la palma derecha.,Estaba en la palma izquierda.,palma,True,0.006145894527435303,6,8,8,0,109850880
Era una papa majada.,Era una papa caliente.,papa,True,0.060674846172332764,6,8,7,1,109850880
Era una papa majada.,Era una papa podrida.,papa,True,0.09359580278396606,6,8,8,0,109850880
Era una papa majada.,Era un papa jesuita.,papa,False,0.27218109369277954,6,8,8,0,109850880
Era una papa majada.,Era un papa comprensivo.,papa,False,0.20394182205200195,6,8,8,0,109850880
Era una papa majada.,Era un papa conservador.,papa,False,0.2501804828643799,6,8,7,1,109850880
Era una papa caliente.,Era una papa podrida.,papa,True,0.06761753559112549,6,7,8,1,109850880
Era una papa caliente.,Era un papa jesuita.,papa,False,0.28543365001678467,6,7,8,1,109850880
Era una papa caliente.,Era un papa comprensivo.,papa,False,0.1995059847831726,6,7,8,1,109850880
Era una papa caliente.,Era un papa conservador.,papa,False,0.24074888229370117,6,7,7,0,109850880
Era una papa podrida.,Era un papa jesuita.,papa,False,0.3188730478286743,6,8,8,0,109850880
Era una papa podrida.,Era un papa comprensivo.,papa,False,0.22770768404006958,6,8,8,0,109850880
Era una papa podrida.,Era un papa conservador.,papa,False,0.26880741119384766,6,8,7,1,109850880
Era un papa jesuita.,Era un papa comprensivo.,papa,True,0.12456750869750977,6,8,8,0,109850880
Era un papa jesuita.,Era un papa conservador.,papa,True,0.09366405010223389,6,8,7,1,109850880
Era un papa comprensivo.,Era un papa conservador.,papa,True,0.07710278034210205,6,8,7,1,109850880
Era un papel amplio.,Era un papel cuadriculado.,papel,True,0.15092575550079346,6,7,10,3,109850880
Era un papel amplio.,Era un papel principal.,papel,False,0.1325574517250061,6,7,7,0,109850880
Era un papel amplio.,Era un papel secundario.,papel,False,0.17051243782043457,6,7,7,0,109850880
Era un papel cuadriculado.,Era un papel principal.,papel,False,0.26077204942703247,6,10,7,3,109850880
Era un papel cuadriculado.,Era un papel secundario.,papel,False,0.27298247814178467,6,10,7,3,109850880
Era un papel principal.,Era un papel secundario.,papel,True,0.04015463590621948,6,7,7,0,109850880
Visitó el parque de diversiones.,Visitó el parque de atracciones.,parque,True,0.058087170124053955,6,11,10,1,109850880
Visitó el parque de diversiones.,Visitó el parque estatal.,parque,False,0.22450584173202515,6,11,9,2,109850880
Visitó el parque de diversiones.,Visitó el parque forestal.,parque,False,0.20608514547348022,6,11,9,2,109850880
Visitó el parque de atracciones.,Visitó el parque estatal.,parque,False,0.20254743099212646,6,10,9,1,109850880
Visitó el parque de atracciones.,Visitó el parque forestal.,parque,False,0.20151036977767944,6,10,9,1,109850880
Visitó el parque estatal.,Visitó el parque forestal.,parque,True,0.13408797979354858,6,9,9,0,109850880
Le gustó la pasta italiana.,Le gustó la pasta caliente.,pasta,True,0.10217452049255371,6,8,8,0,109850880
Le gustó la pasta italiana.,Le gustó la pasta dental.,pasta,False,0.20097112655639648,6,8,8,0,109850880
Le gustó la pasta italiana.,Le gustó la pasta blanqueadora.,pasta,False,0.15993362665176392,6,8,9,1,109850880
Le gustó la pasta caliente.,Le gustó la pasta dental.,pasta,False,0.1522073745727539,6,8,8,0,109850880
Le gustó la pasta caliente.,Le gustó la pasta blanqueadora.,pasta,False,0.11607098579406738,6,8,9,1,109850880
Le gustó la pasta dental.,Le gustó la pasta blanqueadora.,pasta,True,0.09330356121063232,6,8,9,1,109850880
Era un pastor evangélico.,Era un pastor eclesiástico.,pastor,True,0.07439941167831421,6,9,8,1,109850880
Era un pastor evangélico.,Era un pastor montuno.,pastor,False,0.05574387311935425,6,9,9,0,109850880
Era un pastor evangélico.,Era un pastor de ovejas.,pastor,False,0.13294172286987305,6,9,8,1,109850880
Era un pastor eclesiástico.,Era un pastor montuno.,pastor,False,0.0719459056854248,6,8,9,1,109850880
Era un pastor eclesiástico.,Era un pastor de ovejas.,pastor,False,0.15769320726394653,6,8,8,0,109850880
Era un pastor montuno.,Era un pastor de ovejas.,pastor,True,0.0920255184173584,6,9,8,1,109850880
Ella vio la pata de la mesa.,Ella vio la pata de hierro.,pata,True,0.09107530117034912,6,10,9,1,109850880
Ella vio la pata de la mesa.,Ella vio la pata de la gata.,pata,False,0.06506633758544922,6,10,11,1,109850880
Ella vio la pata de la mesa.,Ella vio la pata peluda.,pata,False,0.11043751239776611,6,10,9,1,109850880
Ella vio la pata de hierro.,Ella vio la pata de la gata.,pata,False,0.06504005193710327,6,9,11,2,109850880
Ella vio la pata de hierro.,Ella vio la pata peluda.,pata,False,0.08596915006637573,6,9,9,0,109850880
Ella vio la pata de la gata.,Ella vio la pata peluda.,pata,True,0.10013532638549805,6,11,9,2,109850880
Era un patrón orgulloso.,Era un patrón exigente.,patrón,True,0.09393858909606934,6,7,8,1,109850880
Era un patrón orgulloso.,Era un patrón geométrico.,patrón,False,0.23629122972488403,6,7,8,1,109850880
Era un patrón orgulloso.,Era un patrón complicado.,patrón,False,0.21568167209625244,6,7,7,0,109850880
Era un patrón exigente.,Era un patrón geométrico.,patrón,False,0.17754220962524414,6,8,8,0,109850880
Era un patrón exigente.,Era un patrón complicado.,patrón,False,0.14360904693603516,6,8,7,1,109850880
Era un patrón geométrico.,Era un patrón complicado.,patrón,True,0.09604579210281372,6,8,7,1,109850880
Se trataba de un perfil psicológico.,Se trataba de un perfil perturbador.,perfil,True,0.0980420708656311,6,9,10,1,109850880
Se trataba de un perfil psicológico.,Se trataba de un perfil fotogénico.,perfil,False,0.15003210306167603,6,9,11,2,109850880
Se trataba de un perfil psicológico.,Se trataba de un perfil elegante.,perfil,False,0.1847085952758789,6,9,9,0,109850880
Se trataba de un perfil perturbador.,Se trataba de un perfil fotogénico.,perfil,False,0.13578367233276367,6,10,11,1,109850880
Se trataba de un perfil perturbador.,Se trataba de un perfil elegante.,perfil,False,0.148739755153656,6,10,9,1,109850880
Se trataba de un perfil fotogénico.,Se trataba de un perfil elegante.,perfil,True,0.1546432375907898,6,11,9,2,109850880
Se trataba de un periódico local.,Se trataba de un periódico global.,periódico,True,0.05221790075302124,6,9,9,0,109850880
Se trataba de un periódico local.,Se trataba de un periódico estrujado.,periódico,False,0.1469944715499878,6,9,10,1,109850880
Se trataba de un periódico local.,Se trataba de un periódico plegado.,periódico,False,0.14322543144226074,6,9,10,1,109850880
Se trataba de un periódico global.,Se trataba de un periódico estrujado.,periódico,False,0.1597144603729248,6,9,10,1,109850880
Se trataba de un periódico global.,Se trataba de un periódico plegado.,periódico,False,0.15579688549041748,6,9,10,1,109850880
Se trataba de un periódico estrujado.,Se trataba de un periódico plegado.,periódico,True,0.03390437364578247,6,10,10,0,109850880
Dibujó el pico montuno.,Dibujó el pico alpino.,pico,True,0.10355991125106812,6,11,10,1,109850880
Dibujó el pico montuno.,Dibujó el pico del ave.,pico,False,0.17103725671768188,6,11,10,1,109850880
Dibujó el pico montuno.,Dibujó el pico amarillo.,pico,False,0.1056661605834961,6,11,9,2,109850880
Dibujó el pico alpino.,Dibujó el pico del ave.,pico,False,0.24395352602005005,6,10,10,0,109850880
Dibujó el pico alpino.,Dibujó el pico amarillo.,pico,False,0.2112540602684021,6,10,9,1,109850880
Dibujó el pico del ave.,Dibujó el pico amarillo.,pico,True,0.14655816555023193,6,10,9,1,109850880
Le gustó la pieza musical.,Le gustó la pieza flamenca.,pieza,True,0.12803149223327637,6,8,10,2,109850880
Le gustó la pieza musical.,Le gustó la pieza alterada.,pieza,False,0.18593764305114746,6,8,9,1,109850880
Le gustó la pieza musical.,Le gustó la pieza añadida.,pieza,False,0.17848998308181763,6,8,9,1,109850880
Le gustó la pieza musical.,Le gustó la pieza abstracta.,pieza,False,0.14538520574569702,6,8,9,1,109850880
Le gustó la pieza musical.,Le gustó la pieza contemporánea.,pieza,False,0.09654909372329712,6,8,8,0,109850880
Le gustó la pieza flamenca.,Le gustó la pieza alterada.,pieza,False,0.09482592344284058,6,10,9,1,109850880
Le gustó la pieza flamenca.,Le gustó la pieza añadida.,pieza,False,0.10397988557815552,6,10,9,1,109850880
Le gustó la pieza flamenca.,Le gustó la pieza abstracta.,pieza,False,0.08075380325317383,6,10,9,1,109850880
Le gustó la pieza flamenca.,Le gustó la pieza contemporánea.,pieza,False,0.06472355127334595,6,10,8,2,109850880
Le gustó la pieza alterada.,Le gustó la pieza añadida.,pieza,True,0.04288005828857422,6,9,9,0,109850880
Le gustó la pieza alterada.,Le gustó la pieza abstracta.,pieza,False,0.12273681163787842,6,9,9,0,109850880
Le gustó la pieza alterada.,Le gustó la pieza contemporánea.,pieza,False,0.1320582628250122,6,9,8,1,109850880
Le gustó la pieza añadida.,Le gustó la pieza abstracta.,pieza,False,0.13962364196777344,6,9,9,0,109850880
Le gustó la pieza añadida.,Le gustó la pieza contemporánea.,pieza,False,0.12391209602355957,6,9,8,1,109850880
Le gustó la pieza abstracta.,Le gustó la pieza contemporánea.,pieza,True,0.07728159427642822,6,9,8,1,109850880
Era una pista de baile.,Era una pista resbalosa.,pista,True,0.2193722128868103,6,8,8,0,109850880
Era una pista de baile.,Era una pista clave.,pista,False,0.31340163946151733,6,8,7,1,109850880
Era una pista de baile.,Era una pista falsa.,pista,False,0.32414424419403076,6,8,7,1,109850880
Era una pista resbalosa.,Era una pista clave.,pista,False,0.14768803119659424,6,8,7,1,109850880
Era una pista resbalosa.,Era una pista falsa.,pista,False,0.15239286422729492,6,8,7,1,109850880
Era una pista clave.,Era una pista falsa.,pista,True,0.059534549713134766,6,7,7,0,109850880
Estaba en la planta tropical.,Estaba en la planta venenosa.,planta,True,0.22017818689346313,6,8,9,1,109850880
Estaba en la planta tropical.,Estaba en la planta baja.,planta,False,0.4309203028678894,6,8,8,0,109850880
Estaba en la planta tropical.,Estaba en la planta superior.,planta,False,0.40156495571136475,6,8,8,0,109850880
Estaba en la planta tropical.,Estaba en la planta del pie.,planta,False,0.33767104148864746,6,8,9,1,109850880
Estaba en la planta tropical.,Estaba en la planta izquierda.,planta,False,0.4010828733444214,6,8,8,0,109850880
Estaba en la planta venenosa.,Estaba en la planta baja.,planta,False,0.5026566386222839,6,9,8,1,109850880
Estaba en la planta venenosa.,Estaba en la planta superior.,planta,False,0.486142635345459,6,9,8,1,109850880
Estaba en la planta venenosa.,Estaba en la planta del pie.,planta,False,0.37685418128967285,6,9,9,0,109850880
Estaba en la planta venenosa.,Estaba en la planta izquierda.,planta,False,0.4611740708351135,6,9,8,1,109850880
Estaba en la planta baja.,Estaba en la planta superior.,planta,True,0.05446964502334595,6,8,8,0,109850880
Estaba en la planta baja.,Estaba en la planta del pie.,planta,False,0.22688645124435425,6,8,9,1,109850880
Estaba en la planta baja.,Estaba en la planta izquierda.,planta,False,0.0771033763885498,6,8,8,0,109850880
Estaba en la planta superior.,Estaba en la planta del pie.,planta,False,0.1755462884902954,6,8,9,1,109850880
Estaba en la planta superior.,Estaba en la planta izquierda.,planta,False,0.06502950191497803,6,8,8,0,109850880
Estaba en la planta del pie.,Estaba en la planta izquierda.,planta,True,0.15517115592956543,6,9,8,1,109850880
Tenía una pluma silvestre.,Tenía una pluma albina.,pluma,True,0.10421496629714966,6,7,8,1,109850880
Tenía una pluma silvestre.,Tenía una pluma fuente.,pluma,False,0.1467127799987793,6,7,7,0,109850880
Tenía una pluma silvestre.,Tenía una pluma estilográfica.,pluma,False,0.1960824728012085,6,7,8,1,109850880
Tenía una pluma albina.,Tenía una pluma fuente.,pluma,False,0.05602377653121948,6,8,7,1,109850880
Tenía una pluma albina.,Tenía una pluma estilográfica.,pluma,False,0.11155116558074951,6,8,8,0,109850880
Tenía una pluma fuente.,Tenía una pluma estilográfica.,pluma,True,0.12770122289657593,6,7,8,1,109850880
Estaba en una posición fetal.,Estaba en una posición sentada.,posición,True,0.12016880512237549,6,9,8,1,109850880
Estaba en una posición fetal.,Estaba en una posición oportuna.,posición,False,0.1633097529411316,6,9,8,1,109850880
Estaba en una posición fetal.,Estaba en una posición ventajosa.,posición,False,0.20421701669692993,6,9,9,0,109850880
Estaba en una posición sentada.,Estaba en una posición oportuna.,posición,False,0.12309259176254272,6,8,8,0,109850880
Estaba en una posición sentada.,Estaba en una posición ventajosa.,posición,False,0.19748002290725708,6,8,9,1,109850880
Estaba en una posición oportuna.,Estaba en una posición ventajosa.,posición,True,0.12259405851364136,6,8,9,1,109850880
Era una prima anual.,Era una prima costosa.,prima,True,0.1117851734161377,6,7,8,1,109850880
Era una prima anual.,Era una prima hermana.,prima,False,0.21242499351501465,6,7,7,0,109850880
Era una prima anual.,Era una prima atenta.,prima,False,0.20057201385498047,6,7,8,1,109850880
Era una prima costosa.,Era una prima hermana.,prima,False,0.21388232707977295,6,8,7,1,109850880
Era una prima costosa.,Era una prima atenta.,prima,False,0.13136941194534302,6,8,8,0,109850880
Era una prima hermana.,Era una prima atenta.,prima,True,0.13496875762939453,6,7,8,1,109850880
Tenía una pupila dilatada.,Tenía una pupila contraída.,pupila,True,0.030162155628204346,6,10,10,0,109850880
Tenía una pupila dilatada.,Tenía una pupila estudiosa.,pupila,False,0.26096636056900024,6,10,10,0,109850880
Tenía una pupila dilatada.,Tenía una pupila aplicada.,pupila,False,0.06419694423675537,6,10,9,1,109850880
Tenía una pupila contraída.,Tenía una pupila estudiosa.,pupila,False,0.2046998143196106,6,10,10,0,109850880
Tenía una pupila contraída.,Tenía una pupila aplicada.,pupila,False,0.03424263000488281,6,10,9,1,109850880
Tenía una pupila estudiosa.,Tenía una pupila aplicada.,pupila,True,0.15629667043685913,6,10,9,1,109850880
Era un químico negligente.,Era un químico exitoso.,químico,True,0.08462601900100708,6,8,7,1,109850880
Era un químico negligente.,Era un químico orgánico.,químico,False,0.10717266798019409,6,8,7,1,109850880
Era un químico negligente.,Era un químico tóxico.,químico,False,0.12398797273635864,6,8,7,1,109850880
Era un químico exitoso.,Era un químico orgánico.,químico,False,0.0739220380783081,6,7,7,0,109850880
Era un químico exitoso.,Era un químico tóxico.,químico,False,0.18129241466522217,6,7,7,0,109850880
Era un químico orgánico.,Era un químico tóxico.,químico,True,0.10276693105697632,6,7,7,0,109850880
Era una rama médica.,Era una rama competitiva.,rama,True,0.1244695782661438,6,7,7,0,109850880
Era una rama médica.,Era una rama disecada.,rama,False,0.2720766067504883,6,7,8,1,109850880
Era una rama médica.,Era una rama retorcida.,rama,False,0.28632456064224243,6,7,8,1,109850880
Era una rama competitiva.,Era una rama disecada.,rama,False,0.19123655557632446,6,7,8,1,109850880
Era una rama competitiva.,Era una rama retorcida.,rama,False,0.19747543334960938,6,7,8,1,109850880
Era una rama disecada.,Era una rama retorcida.,rama,True,0.07033103704452515,6,8,8,0,109850880
Dibujó una raya recta.,Dibujó una raya precisa.,raya,True,0.0375482439994812,6,9,9,0,109850880
Dibujó una raya recta.,Dibujó una raya marina.,raya,False,0.11815422773361206,6,9,9,0,109850880
Dibujó una raya recta.,Dibujó una raya endémica.,raya,False,0.1258254051208496,6,9,9,0,109850880
Dibujó una raya precisa.,Dibujó una raya marina.,raya,False,0.11568564176559448,6,9,9,0,109850880
Dibujó una raya precisa.,Dibujó una raya endémica.,raya,False,0.09176641702651978,6,9,9,0,109850880
Dibujó una raya marina.,Dibujó una raya endémica.,raya,True,0.05903339385986328,6,9,9,0,109850880
Era una red cibernética.,Era una red privada.,red,True,0.11383199691772461,6,9,7,2,109850880
Era una red cibernética.,Era una red pesquera.,red,False,0.267558753490448,6,9,7,2,109850880
Era una red cibernética.,Era una red de cuerda.,red,False,0.26374655961990356,6,9,8,1,109850880
Era una red privada.,Era una red pesquera.,red,False,0.28137755393981934,6,7,7,0,109850880
Era una red privada.,Era una red de cuerda.,red,False,0.2687961459159851,6,7,8,1,109850880
Era una red pesquera.,Era una red de cuerda.,red,True,0.1650790572166443,6,7,8,1,109850880
Fue una redada pesquera.,Fue una redada en el río.,redada,True,0.051471173763275146,6,8,10,2,109850880
Fue una redada pesquera.,Fue una redada policiaca.,redada,False,0.04614686965942383,6,8,9,1,109850880
Fue una redada pesquera.,Fue una redada en el barrio.,redada,False,0.05036741495132446,6,8,10,2,109850880
Fue una redada en el río.,Fue una redada policiaca.,redada,False,0.08372610807418823,6,10,9,1,109850880
Fue una redada en el río.,Fue una redada en el barrio.,redada,False,0.020091891288757324,6,10,10,0,109850880
Fue una redada policiaca.,Fue una redada en el barrio.,redada,True,0.07160252332687378,6,9,10,1,109850880
Se trataba de una resistencia eléctrica.,Se trataba de una resistencia de circuito.,resistencia,True,0.10102522373199463,6,9,10,1,109850880
Se trataba de una resistencia eléctrica.,Se trataba de una resistencia política.,resistencia,False,0.263175368309021,6,9,9,0,109850880
Se trataba de una resistencia eléctrica.,Se trataba de una resistencia militar.,resistencia,False,0.2898143529891968,6,9,9,0,109850880
Se trataba de una resistencia de circuito.,Se trataba de una resistencia política.,resistencia,False,0.3608153462409973,6,10,9,1,109850880
Se trataba de una resistencia de circuito.,Se trataba de una resistencia militar.,resistencia,False,0.38193559646606445,6,10,9,1,109850880
Se trataba de una resistencia política.,Se trataba de una resistencia militar.,resistencia,True,0.049059152603149414,6,9,9,0,109850880
Era una revista de belleza.,Era una revista deportiva.,revista,True,0.1575365662574768,6,8,7,1,109850880
Era una revista de belleza.,Era una revista brillosa.,revista,False,0.08495837450027466,6,8,8,0,109850880
Era una revista de belleza.,Era una revista estrujada.,revista,False,0.136213481426239,6,8,8,0,109850880
Era una revista deportiva.,Era una revista brillosa.,revista,False,0.12978392839431763,6,7,8,1,109850880
Era una revista deportiva.,Era una revista estrujada.,revista,False,0.16259419918060303,6,7,8,1,109850880
Era una revista brillosa.,Era una revista estrujada.,revista,True,0.04517233371734619,6,8,8,0,109850880
Era una rosa fragante.,Era una rosa frágil.,rosa,True,0.033458173274993896,6,8,7,1,109850880
