"","List","Word","Same_sense","Sentence_1","Sentence_2","Sense_id_s1","Sense_id_s2","Gender_s1","Gender_s2","mean_relatedness","sd_relatedness","median_relatedness","count"
"414",6,"campo","Different Sense","Era un campo competitivo","Era un campo abandonado",1,2,"male","male",2.1,1.28668393770792,2,10
"415",6,"canal","Different Sense","Estaba en el canal televisivo","Estaba en el canal cervical",1,3,"male","male",1.6,0.966091783079296,1,10
"416",6,"canal","Same Sense","Estaba en el canal televisivo","Estaba en el canal de comedia",1,1,"male","male",4.5,0.52704627669473,4.5,10
"417",6,"capa","Same Sense","Se trataba de la capa de superhéroe","Se trataba de la capa de tela",1,1,"female","female",4.2,1.22927259430572,4.5,10
"418",6,"capital","Different Sense","Le gustó la capital holandesa","Le gustó el capital financiero",1,2,"female","male",1.3,0.674948557710553,1,10
"419",6,"carrera","Different Sense","Fue una carrera profesional","Fue una carrera olímpica",1,2,"female","female",2.3,1.49443411809733,2,10
"420",6,"carrera","Same Sense","Fue una carrera reñida","Fue una carrera olímpica",2,2,"female","female",4,1.05409255338946,4,10
"421",6,"cinta","Different Sense","Usó la cinta adhesiva","Usó la cinta rosada",1,2,"female","female",2.4,1.34989711542111,3,10
"422",6,"cinta","Different Sense","Usó la cinta métrica","Usó la cinta quirúrgica",3,4,"female","female",2.2,0.632455532033676,2,10
"423",6,"código","Different Sense","Era un código de conducta","Era un código programático",1,2,"male","male",2.6,1.17378779077727,3,10
"424",6,"código","Different Sense","Era un código de ética","Era un código programático",1,2,"male","male",2.4,1.26491106406735,2.5,10
"425",6,"colonia","Different Sense","Era una colonia de hombre","Era una colonia oprimida",1,2,"female","female",1.2,0.421637021355784,1,10
"426",6,"colonia","Different Sense","Era una colonia fragante","Era una colonia oprimida",1,2,"female","female",1.8,0.918936583472681,1.5,10
"427",6,"colonia","Same Sense","Era una colonia sutil","Era una colonia de hombre",1,1,"female","female",3.9,1.59513148186739,4.5,10
"428",6,"compañía","Different Sense","Le gustó la compañía financiera","Le gustó la compañía teatral",1,2,"female","female",2.9,1.3703203194063,3,10
"429",6,"compás","Same Sense","Él navegaba con el compás","Él observaba el compás",1,1,"male","male",2.4,1.34989711542111,2.5,10
"430",6,"corte","Different Sense","Le gustó la corte noble","Le gustó el corte asimétrico",1,3,"female","male",1.3,0.483045891539648,1,10
"431",6,"corte","Different Sense","Le gustó la corte noble","Le gustó la corte suprema",1,2,"female","female",3.7,1.05934990547138,4,10
"432",6,"corte","Different Sense","Le gustó la corte real","Le gustó la corte judicial",1,2,"female","female",3.5,1.35400640077266,4,10
"433",6,"cuadro","Different Sense","No le gustó el cuadro de síntomas","No le gustó el cuadro barroco",1,2,"male","male",1.4,0.699205898780101,1,10
"434",6,"cuadro","Different Sense","No le gustó el cuadro diagnóstico","No le gustó el cuadro barroco",1,2,"male","male",1.5,0.849836585598797,1,10
"435",6,"cuadro","Same Sense","No le gustó el cuadro antiguo","No le gustó el cuadro barroco",2,2,"male","male",4.4,1.07496769977314,5,10
"436",6,"cubo","Different Sense","Le gustó el cubo tridimensional","Le gustó el cubo de madera",1,2,"male","male",3.4,1.17378779077727,3,10
"437",6,"cuerdas","Different Sense","Tenía cuerdas sintéticas","Tenía cuerdas inflamadas",1,3,"female","female",1.3,0.483045891539648,1,10
"438",6,"cuerdas","Same Sense","Tenía cuerdas fibrosas","Tenía cuerdas sintéticas",1,1,"female","female",3.7,1.05934990547138,4,10
"439",6,"depresión","Different Sense","Se trataba de una depresión terrestre","Se trataba de una depresión mental",1,2,"female","female",1.3,0.483045891539648,1,10
"440",6,"fibra","Same Sense","Carecía fibra nutritiva","Carecía fibra dietética",2,2,"female","female",4.2,1.22927259430572,4.5,10
"441",6,"fondo","Different Sense","Estaba en el fondo presupuestario","Estaba en el fondo del cuarto",1,2,"male","male",1.6,0.699205898780101,1.5,10
"442",6,"función","Same Sense","Era una función biológica","Era una función social",1,1,"female","female",3.1,1.44913767461894,3,10
"443",6,"gato","Different Sense","Compró el gato peludo","Compró el gato hidraúlico",1,2,"male","male",1,0,1,10
"444",6,"guardia","Different Sense","Llamó al guardia de seguridad","Llamó a la guardia nacional",1,2,"male","female",3.7,1.05934990547138,3.5,10
"445",6,"guardia","Same Sense","Llamó al guardia de seguridad","Llamó al guardia de noche",1,1,"male","male",4.8,0.421637021355784,5,10
"446",6,"guía","Different Sense","Era una guía viajera","Era una guía digital",1,2,"female","female",3,1.15470053837925,3,10
"447",6,"guía","Different Sense","Era una guía viajera","Era una guía televisiva",1,2,"female","female",3.2,1.22927259430572,3,10
"448",6,"guía","Same Sense","Era una guía digital","Era una guía televisiva",2,2,"female","female",2.6,1.07496769977314,3,10
"449",6,"hábito","Same Sense","Era un hábito irritante","Era un hábito rutinario",1,1,"male","male",4.8,0.421637021355784,5,10
"450",6,"llama","Different Sense","Era una llama ardiente","Era una llama peruana",1,2,"female","female",1.2,0.421637021355784,1,10
"451",6,"llama","Different Sense","Era una llama brillante","Era una llama lanuda",1,2,"female","female",1.4,0.699205898780101,1,10
"452",6,"muñeca","Different Sense","Tenía una muñeca lesionada","Tenía una muñeca plástica",1,2,"female","female",1.7,1.05934990547138,1,10
"453",6,"muñeca","Same Sense","Tenía una muñeca preciosa","Tenía una muñeca plástica",2,2,"female","female",3.7,1.41813649241218,4,10
"454",6,"nave","Different Sense","Era una nave marítima","Era una nave católica",1,2,"female","female",2.3,1.15950180872841,2,10
"455",6,"nota","Different Sense","Era una nota aguda","Era una nota decepcionante",1,2,"female","female",1.9,1.10050493461461,1.5,10
"456",6,"nota","Different Sense","Era una nota desafinada","Era una nota decepcionante",1,2,"female","female",1.8,1.03279555898864,1.5,10
"457",6,"nota","Different Sense","Era una nota musical","Era una nota decepcionante",1,2,"female","female",1.9,1.19721899973786,1.5,10
"458",6,"órgano","Different Sense","Tenía un órgano eclesiástico","Tenía un órgano operado",1,2,"male","male",1.3,0.674948557710553,1,10
"459",6,"órgano","Same Sense","Tenía un órgano eclesiástico","Tenía un órgano ceremonial",1,1,"male","male",2.8,1.3984117975602,2,10
"460",6,"palma","Different Sense","Estaba en la palma de coco","Estaba en la palma derecha",1,2,"female","female",1.8,0.918936583472681,1.5,10
"461",6,"palma","Different Sense","Estaba en la palma frondosa","Estaba en la palma izquierda",1,2,"female","female",1.3,0.483045891539648,1,10
"462",6,"papa","Different Sense","Era una papa caliente","Era un papa conservador",1,2,"female","male",1,0,1,10
"463",6,"papa","Same Sense","Era una papa majada","Era una papa caliente",1,1,"female","female",3.2,1.47572957474524,3.5,10
"464",6,"pasta","Same Sense","Le gustó la pasta dental","Le gustó la pasta blanqueadora",2,2,"female","female",3.9,1.44913767461894,4.5,10
"465",6,"pastor","Different Sense","Era un pastor eclesiástico","Era un pastor de ovejas",1,2,"male","male",2.3,1.25166555703457,2,10
"466",6,"pastor","Same Sense","Era un pastor montuno","Era un pastor de ovejas",2,2,"male","male",2.7,0.948683298050514,2.5,10
"467",6,"pata","Same Sense","Ella vio la pata de la mesa","Ella vio la pata de hierro",1,1,"female","female",3.4,1.7763883459299,4,10
"468",6,"patrón","Different Sense","Era un patrón exigente","Era un patrón geométrico",1,2,"male","male",1.6,0.843274042711568,1,10
"469",6,"perfil","Different Sense","Se trataba de un perfil psicológico","Se trataba de un perfil elegante",1,2,"male","male",2.8,1.31656117720877,3,10
"470",6,"perfil","Same Sense","Se trataba de un perfil psicológico","Se trataba de un perfil perturbador",1,1,"male","male",3.8,1.22927259430572,4,10
"471",6,"periódico","Same Sense","Se trataba de un periódico local","Se trataba de un periódico global",1,1,"male","male",4.8,0.421637021355784,5,10
"472",6,"prima","Different Sense","Era una prima costosa","Era una prima hermana",1,2,"female","female",1.5,1.26929551764398,1,10
"473",6,"pupila","Different Sense","Tenía una pupila contraída","Tenía una pupila estudiosa",1,2,"female","female",1.9,1.19721899973786,1.5,10
"474",6,"químico","Different Sense","Era un químico exitoso","Era un químico orgánico",1,2,"male","male",2.8,1.68654808542314,3,10
"475",6,"químico","Different Sense","Era un químico exitoso","Era un químico tóxico",1,2,"male","male",1.9,0.875595035770913,2,10
"476",6,"revista","Different Sense","Era una revista de belleza","Era una revista brillosa",1,2,"female","female",3.4,1.42984070596848,3.5,10
"477",6,"revista","Different Sense","Era una revista de belleza","Era una revista estrujada",1,2,"female","female",3.8,1.13529242439509,4,10
"478",6,"rosa","Same Sense","Era una rosa fragante","Era una rosa frágil",1,1,"female","female",4.1,0.875595035770913,4,10
"479",6,"sangre","Same Sense","Él tiene sangre noble","Él tiene sangre real",2,2,"female","female",5,0,5,10
"480",6,"semilla","Different Sense","Era una semilla cultural","Era una semilla germinada",1,2,"female","female",1.9,0.737864787372622,2,10
"481",6,"serie","Different Sense","Se trataba de una serie televisiva","Se trataba de una serie matemática",1,2,"female","female",1.9,1.10050493461461,1.5,10
"482",6,"sirena","Different Sense","Era una sirena mitológica","Era una sirena ruidosa",1,2,"female","female",1.7,0.823272602348565,1.5,10
"483",6,"sueño","Different Sense","Él abandonó su sueño","Él moría de sueño",1,2,"male","male",1.9,1.19721899973786,1.5,10
"484",6,"tabla","Different Sense","Le gustó la tabla de madera","Le gustó la tabla de juego",1,2,"female","female",2.6,0.843274042711568,3,10
"485",6,"taco","Different Sense","Le gustó el taco delicioso","Le gustó el taco del zapato",1,2,"male","male",1.2,0.421637021355784,1,10
"486",6,"tecla","Same Sense","Tocó la tecla desafinada","Tocó la tecla afinada",2,2,"female","female",4.4,1.34989711542111,5,10
"487",6,"título","Different Sense","Le gustó el título halagador","Le gustó el título propietario",1,3,"male","male",2.7,1.15950180872841,3,10
"488",6,"título","Different Sense","Le gustó el título profesional","Le gustó el título del libro",1,2,"male","male",2.4,1.42984070596848,2,10
"489",7,"algodón","Different Sense","Evaluó el algodón cultivado","Evaluó el algodón caramelizado",1,2,"male","male",2.15384615384615,1.34450448407296,2,13
"490",7,"arte","Different Sense","Se trataba del arte de guerra","Se trataba del arte renacentista",1,2,"male","male",3.07692307692308,1.32045058354705,4,13
"491",7,"arte","Different Sense","Se trataba del arte de mentir","Se trataba del arte renacentista",1,2,"male","male",1.84615384615385,1.06818801763811,1,13
"492",7,"banco","Different Sense","Era un banco exitoso","Era un banco plástico",1,2,"male","male",1.53846153846154,0.967417922046845,1,13
"493",7,"baño","Different Sense","Disfrutó el baño frío","Disfrutó el baño privado",1,2,"male","male",3.23076923076923,1.53589529557661,3,13
"494",7,"calle","Same Sense","Condujo en la calle asfaltada","Condujo en la calle resbalosa",2,2,"female","female",4.84615384615385,0.554700196225229,5,13
"495",7,"cámara","Different Sense","Se trataba de la cámara gubernamental","Se trataba de la cámara remodelada",1,3,"female","female",2.69230769230769,1.60128153805087,2,13
"496",7,"capa","Different Sense","Se trataba de la capa de superhéroe","Se trataba de la capa atmosférica",1,2,"female","female",1.30769230769231,0.630425171956115,1,13
"497",7,"capa","Different Sense","Se trataba de la capa de tela","Se trataba de la capa atmosférica",1,2,"female","female",1.46153846153846,0.776250025806185,1,13
"498",7,"capa","Same Sense","Se trataba de la capa atmosférica","Se trataba de la capa de ozono",2,2,"female","female",4.92307692307692,0.277350098112615,5,13
"499",7,"cima","Different Sense","Estaba en la cima de la montaña","Estaba en la cima de su carrera",1,2,"female","female",3.23076923076923,1.36344209960466,4,13
"500",7,"cinta","Same Sense","Usó la cinta rosada","Usó la cinta decorativa",2,2,"female","female",4.69230769230769,0.630425171956115,5,13
"501",7,"clave","Different Sense","Era la clave de sol","Era la clave al caso",1,2,"female","female",1.23076923076923,0.438529009653515,1,13
"502",7,"clave","Same Sense","Era la clave musical","Era la clave de sol",1,1,"female","female",4.69230769230769,1.10940039245046,5,13
"503",7,"colonia","Different Sense","Era una colonia de hombre","Era una colonia abandonada",1,2,"female","female",1.23076923076923,0.832050294337844,1,13
"504",7,"colonia","Different Sense","Era una colonia sutil","Era una colonia abandonada",1,2,"female","female",1.76923076923077,1.48064435037847,1,13
"505",7,"colonia","Different Sense","Era una colonia sutil","Era una colonia bacteriana",1,3,"female","female",1.53846153846154,0.877058019307029,1,13
"506",7,"compañía","Different Sense","Le gustó la compañía de inversiones","Le gustó la compañía teatral",1,2,"female","female",3.23076923076923,1.48064435037847,4,13
"507",7,"compás","Different Sense","Él observaba el compás","Él cantaba al compás",1,2,"male","male",1.76923076923077,1.09192842819834,1,13
"508",7,"cordón","Same Sense","Se trataba de un cordón umbilical","Se trataba de un cordón biológico",2,2,"male","male",4.15384615384615,1.21423184538991,5,13
"509",7,"corte","Different Sense","Le gustó la corte judicial","Le gustó el corte asimétrico",2,3,"female","male",1.07692307692308,0.277350098112615,1,13
"510",7,"corte","Different Sense","Le gustó la corte real","Le gustó el corte asimétrico",1,3,"female","male",1.07692307692308,0.277350098112615,1,13
"511",7,"corte","Different Sense","Le gustó la corte real","Le gustó la corte suprema",1,2,"female","female",3.92307692307692,1.55250005161237,5,13
"512",7,"corteza","Different Sense","Estaba en la corteza geológica","Estaba en la corteza cerebral",1,3,"female","female",2.07692307692308,1.3821202589704,1,13
"513",7,"corteza","Different Sense","Estaba en la corteza terrestre","Estaba en la corteza prefrontal",1,3,"female","female",1.69230769230769,1.03155347127648,1,13
"514",7,"cuadro","Different Sense","No le gustó el cuadro clíninco","No le gustó el cuadro antiguo",1,2,"male","male",1.84615384615385,1.21423184538991,1,13
"515",7,"fibra","Different Sense","Carecía fibra nutritiva","Carecía fibra muscular",2,3,"female","female",2.38461538461538,1.60926802918084,2,13
"516",7,"fondo","Same Sense","Estaba en el fondo marino","Estaba en el fondo del cuarto",2,2,"male","male",3.30769230769231,1.31558702896054,3,13
"517",7,"fortuna","Different Sense","Fue una fortuna financiera","Fue una fortuna inesperada",1,2,"female","female",3.30769230769231,1.43669849450139,3,13
"518",7,"frase","Different Sense","Le gustó la frase melódica","Le gustó la frase lírica",1,2,"female","female",4.15384615384615,1.34450448407296,5,13
"519",7,"función","Same Sense","Era una función lineal","Era una función matemática",2,2,"female","female",4.23076923076923,1.16575055606865,5,13
"520",7,"guía","Different Sense","Era una guía turística","Era una guía digital",1,2,"female","female",3.15384615384615,1.46322439872551,3,13
"521",7,"hoja","Different Sense","Era una hoja de papel","Era una hoja verdosa",1,2,"female","female",2.76923076923077,1.53589529557661,3,13
"522",7,"hoja","Same Sense","Era una hoja de árbol","Era una hoja verdosa",2,2,"female","female",4.53846153846154,0.660225291773525,5,13
"523",7,"naranja","Different Sense","Era una naranja madura","Era un naranja brillante",1,2,"female","male",3.07692307692308,1.75411603861406,3,13
"524",7,"naranja","Same Sense","Era un naranja oscuro","Era un naranja brillante",2,2,"male","male",4.46153846153846,1.19828937903056,5,13
"525",7,"nave","Different Sense","Era una nave marítima","Era una nave sagrada",1,2,"female","female",3,1.73205080756888,4,13
"526",7,"nota","Different Sense","Era una nota aguda","Era una nota satisfactoria",1,2,"female","female",2.23076923076923,1.23516841994969,3,13
"527",7,"nota","Different Sense","Era una nota desafinada","Era una nota académica",1,2,"female","female",1.23076923076923,0.599144689515278,1,13
"528",7,"nota","Same Sense","Era una nota decepcionante","Era una nota satisfactoria",2,2,"female","female",4.46153846153846,1.05003052458683,5,13
"529",7,"ola","Same Sense","Se trataba de una ola marítima","Se trataba de una ola navegable",1,1,"female","female",4.69230769230769,0.630425171956115,5,13
"530",7,"palma","Same Sense","Estaba en la palma frondosa","Estaba en la palma de coco",1,1,"female","female",3.69230769230769,1.31558702896054,4,13
"531",7,"papa","Different Sense","Era una papa caliente","Era un papa jesuita",1,2,"female","male",1,0,1,13
"532",7,"papa","Same Sense","Era un papa jesuita","Era un papa comprensivo",2,2,"male","male",3.38461538461538,1.66024403519792,4,13
"533",7,"parque","Different Sense","Visitó el parque de diversiones","Visitó el parque forestal",1,2,"male","male",3.07692307692308,1.32045058354705,3,13
"534",7,"pasta","Different Sense","Le gustó la pasta caliente","Le gustó la pasta dental",1,2,"female","female",1,0,1,13
"535",7,"pasta","Same Sense","Le gustó la pasta italiana","Le gustó la pasta caliente",1,1,"female","female",4.69230769230769,0.630425171956115,5,13
"536",7,"pata","Different Sense","Ella vio la pata de hierro","Ella vio la pata peluda",1,2,"female","female",3.15384615384615,1.46322439872551,4,13
"537",7,"patrón","Different Sense","Era un patrón exigente","Era un patrón complicado",1,2,"male","male",3.61538461538462,1.44559454541846,4,13
"538",7,"patrón","Different Sense","Era un patrón orgulloso","Era un patrón geométrico",1,2,"male","male",1.38461538461538,0.960768922830523,1,13
"539",7,"perfil","Different Sense","Se trataba de un perfil perturbador","Se trataba de un perfil fotogénico",1,2,"male","male",2.92307692307692,1.65637850251377,2,13
"540",7,"perfil","Same Sense","Se trataba de un perfil fotogénico","Se trataba de un perfil elegante",2,2,"male","male",3.84615384615385,1.14354374979373,4,13
"541",7,"periódico","Different Sense","Se trataba de un periódico global","Se trataba de un periódico estrujado",1,2,"male","male",3.84615384615385,1.2810252304407,4,13
"542",7,"pico","Different Sense","Dibujó el pico montuno","Dibujó el pico del ave",1,2,"male","male",2.30769230769231,1.43669849450139,2,13
"543",7,"pieza","Different Sense","Le gustó la pieza musical","Le gustó la pieza contemporánea",1,3,"female","female",4,1.29099444873581,4,13
"544",7,"planta","Different Sense","Estaba en la planta tropical","Estaba en la planta izquierda",1,3,"female","female",1.07692307692308,0.277350098112615,1,13
"545",7,"pluma","Different Sense","Tenía una pluma silvestre","Tenía una pluma fuente",1,2,"female","female",1.92307692307692,1.18754217199071,2,13
"546",7,"pluma","Same Sense","Tenía una pluma silvestre","Tenía una pluma albina",1,1,"female","female",4.07692307692308,1.11516355015296,4,13
"547",7,"posición","Different Sense","Estaba en una posición sentada","Estaba en una posición oportuna",1,2,"female","female",2.38461538461538,1.66024403519792,1,13
"548",7,"prima","Different Sense","Era una prima anual","Era una prima hermana",1,2,"female","female",1.07692307692308,0.277350098112615,1,13
"549",7,"prima","Different Sense","Era una prima costosa","Era una prima atenta",1,2,"female","female",1.61538461538462,0.960768922830523,1,13
"550",7,"químico","Same Sense","Era un químico negligente","Era un químico exitoso",1,1,"male","male",4.61538461538461,0.869718492622904,5,13
"551",7,"red","Same Sense","Era una red pesquera","Era una red de cuerda",2,2,"female","female",4.53846153846154,0.518874521662771,5,13
"552",7,"redada","Different Sense","Fue una redada en el río","Fue una redada policiaca",1,2,"female","female",2.23076923076923,1.01273936708367,2,13
"553",7,"redada","Different Sense","Fue una redada pesquera","Fue una redada policiaca",1,2,"female","female",1.76923076923077,1.23516841994969,1,13
"554",7,"resistencia","Different Sense","Se trataba de una resistencia eléctrica","Se trataba de una resistencia política",1,2,"female","female",1.38461538461538,0.869718492622904,1,13
"555",7,"revista","Same Sense","Era una revista de belleza","Era una revista deportiva",1,1,"female","female",4.84615384615385,0.554700196225229,5,13
"556",7,"rosa","Different Sense","Era una rosa fragante","Era un rosa tenue",1,2,"female","male",2.92307692307692,1.4978617237882,3,13
"557",7,"rosa","Different Sense","Era una rosa frágil","Era un rosa claro",1,2,"female","male",1.76923076923077,1.23516841994969,1,13
"558",7,"semilla","Different Sense","Era una semilla educativa","Era una semilla sembrada",1,2,"female","female",1.84615384615385,1.21423184538991,1,13
"559",7,"semilla","Same Sense","Era una semilla educativa","Era una semilla cultural",1,1,"female","female",4,1.52752523165195,5,13
"560",7,"serie","Different Sense","Se trataba de una serie animada","Se trataba de una serie numérica",1,2,"female","female",1.76923076923077,1.16575055606865,1,13
"561",7,"sierra","Same Sense","Era una sierra forestada","Era una sierra nevada",2,2,"female","female",4.61538461538461,0.869718492622904,5,13
"562",7,"sirena","Different Sense","Era una sirena mitológica","Era una sirena policíaca",1,2,"female","female",1,0,1,13
"563",7,"sirena","Same Sense","Era una sirena policíaca","Era una sirena ruidosa",2,2,"female","female",4,1.35400640077266,5,13
"564",7,"tecla","Same Sense","Tocó la tecla del ordenador","Tocó la tecla espaciadora",1,1,"female","female",4.92307692307692,0.277350098112615,5,13
"565",7,"título","Different Sense","Le gustó el título del libro","Le gustó el título legal",2,3,"male","male",2.38461538461538,1.66024403519792,2,13
"566",7,"título","Different Sense","Le gustó el título del poema","Le gustó el título legal",2,3,"male","male",2.23076923076923,1.36344209960466,2,13
"567",7,"vela","Different Sense","Ella vio la vela del barco","Ella vio la vela de cera",1,2,"female","female",1.07692307692308,0.277350098112615,1,13
"568",7,"vela","Same Sense","Ella vio la vela del barco","Ella vio la vela de lona",1,1,"female","female",4.23076923076923,0.926808695996298,5,13
"569",7,"volumen","Same Sense","Aumentó el volumen de la voz","Aumentó el volumen de la bocina",2,2,"male","male",4.38461538461539,1.50213523239762,5,13
"570",8,"algodón","Different Sense","Evaluó el algodón sembrado","Evaluó el algodón caramelizado",1,2,"male","male",1.9,1.28668393770792,1,10
"571",8,"baño","Different Sense","Disfrutó el baño frío","Disfrutó el baño remodelado",1,2,"male","male",2,0.816496580927726,2,10
"572",8,"cadena","Same Sense","Era una cadena de hierro","Era una cadena de reo",2,2,"female","female",4.1,1.10050493461461,4.5,10
"573",8,"caja","Different Sense","Ella vio la caja registradora","Ella vio la caja fuerte",1,2,"female","female",3.4,1.34989711542111,4,10
"574",8,"caja","Same Sense","Ella vio la caja acústica","Ella vio la caja percusiva",3,3,"female","female",4.4,1.26491106406735,5,10
"575",8,"caja","Same Sense","Ella vio la caja fuerte","Ella vio la caja sellada",2,2,"female","female",3.3,1.70293863659264,3.5,10
"576",8,"caja","Same Sense","Ella vio la caja registradora","Ella vio la caja bancaria",1,1,"female","female",3.4,1.17378779077727,4,10
"577",8,"cámara","Different Sense","Se trataba de la cámara senatorial","Se trataba de la cámara profesional",1,2,"female","female",1.7,1.05934990547138,1,10
"578",8,"cámara","Same Sense","Se trataba de la cámara profesional","Se trataba de la cámara digital",2,2,"female","female",3.9,1.66332999331662,5,10
"579",8,"canal","Different Sense","Estaba en el canal de comedia","Estaba en el canal marítimo",1,2,"male","male",1.2,0.632455532033676,1,10
"580",8,"canal","Different Sense","Estaba en el canal televisivo","Estaba en el canal marítimo",1,2,"male","male",1.5,0.849836585598797,1,10
"581",8,"capital","Same Sense","Le gustó el capital financiero","Le gustó el capital económico",2,2,"male","male",4.8,0.632455532033676,5,10
"582",8,"carrera","Different Sense","Fue una carrera profesional","Fue una carrera benéfica",1,2,"female","female",1.9,1.19721899973786,1,10
"583",8,"casco","Different Sense","Le gustó el casco protector","Le gustó el casco urbano",1,2,"male","male",1.2,0.421637021355784,1,10
"584",8,"casco","Same Sense","Le gustó el casco protector","Le gustó el casco de la ciclista",1,1,"male","male",4.9,0.316227766016838,5,10
"585",8,"caudal","Different Sense","Era un caudal financiero","Era un caudal ecológico",1,2,"male","male",1.3,0.483045891539648,1,10
"586",8,"caudal","Different Sense","Era un caudal heredado","Era un caudal ambiental",1,2,"male","male",1.8,0.918936583472681,1.5,10
"587",8,"cinta","Different Sense","Usó la cinta pegante","Usó la cinta quirúrgica",1,4,"female","female",3.4,1.34989711542111,4,10
"588",8,"clima","Different Sense","El clima estaba amigable","El clima estaba frío",1,2,"male","male",4.3,1.25166555703457,5,10
"589",8,"código","Same Sense","Era un código de ética","Era un código de conducta",1,1,"male","male",4.8,0.632455532033676,5,10
"590",8,"colonia","Different Sense","Era una colonia fragante","Era una colonia bacteriana",1,3,"female","female",2,1.63299316185545,1,10
"591",8,"colonia","Same Sense","Era una colonia oprimida","Era una colonia abandonada",2,2,"female","female",4.2,0.918936583472681,4,10
"592",8,"copa","Different Sense","Él vio la copa deportiva","Él vio la copa de cristal",1,2,"female","female",1.7,1.33749350984926,1,10
"593",8,"copa","Different Sense","Él vio la copa mundial","Él vio la copa de cristal",1,2,"female","female",1.4,0.516397779494322,1,10
"594",8,"copa","Different Sense","Él vio la copa mundial","Él vio la copa llena",1,2,"female","female",1.2,0.421637021355784,1,10
"595",8,"copa","Same Sense","Él vio la copa llena","Él vio la copa de cristal",2,2,"female","female",4.5,0.707106781186548,5,10
"596",8,"corazón","Same Sense","Tenía el corazón partido","Tenía el corazón angustiado",1,1,"male","male",4.3,1.25166555703457,5,10
"597",8,"cordón","Different Sense","Se trataba de un cordón biológico","Se trataba de un cordón eléctrico",2,3,"male","male",1.5,0.849836585598797,1,10
"598",8,"cordón","Different Sense","Se trataba de un cordón de lona","Se trataba de un cordón biológico",1,2,"male","male",1.4,0.843274042711568,1,10
"599",8,"cordón","Same Sense","Se trataba de un cordón eléctrico","Se trataba de un cordón inalámbrico",3,3,"male","male",3.6,1.50554530541816,4,10
"600",8,"corte","Different Sense","Le gustó la corte real","Le gustó el corte de pelo",1,3,"female","male",1.3,0.948683298050514,1,10
"601",8,"corte","Same Sense","Le gustó el corte de pelo","Le gustó el corte asimétrico",3,3,"male","male",3.3,1.49443411809733,3,10
"602",8,"corteza","Different Sense","Estaba en la corteza del roble","Estaba en la corteza comestible",2,4,"female","female",3.6,1.42984070596848,3.5,10
"603",8,"cuadro","Same Sense","No le gustó el cuadro pintoresco","No le gustó el cuadro barroco",2,2,"male","male",4.9,0.316227766016838,5,10
"604",8,"cuerdas","Different Sense","Tenía cuerdas fibrosas","Tenía cuerdas de terreno",1,2,"female","female",1.4,0.699205898780101,1,10
"605",8,"cuerdas","Different Sense","Tenía cuerdas fibrosas","Tenía cuerdas forestadas",1,2,"female","female",2.4,1.07496769977314,3,10
"606",8,"depresión","Same Sense","Se trataba de una depresión mental","Se trataba de una depresión psicológica",2,2,"female","female",5,0,5,10
"607",8,"fibra","Different Sense","Carecía fibra dietética","Carecía fibra óptica",2,4,"female","female",1.1,0.316227766016838,1,10
"608",8,"firma","Same Sense","Era una firma caligráfica","Era una firma indescifrable",1,1,"female","female",4.5,0.849836585598797,5,10
"609",8,"fondo","Different Sense","Estaba en el fondo gubernamental","Estaba en el fondo marino",1,2,"male","male",1.5,1.08012344973464,1,10
"610",8,"frase","Different Sense","Le gustó la frase melódica","Le gustó la frase poética",1,2,"female","female",4.3,1.33749350984926,5,10
"611",8,"frente","Different Sense","Era un frente frío","Era una frente amplia",1,2,"male","female",1.7,1.33749350984926,1,10
"612",8,"guardia","Different Sense","Llamó al guardia de seguridad","Llamó a la guardia costanera",1,2,"male","female",4.4,1.26491106406735,5,10
"613",8,"lengua","Same Sense","Le gusta la lengua castellana","Le gusta la lengua española",1,1,"female","female",5,0,5,10
"614",8,"llama","Same Sense","Era una llama peruana","Era una llama lanuda",2,2,"female","female",4.5,1.26929551764398,5,10
"615",8,"mano","Different Sense","Tenía una mano de hierro","Tenía una mano lastimada",1,2,"female","female",2.9,1.44913767461894,3,10
"616",8,"mano","Same Sense","Tenía una mano lastimada","Tenía una mano arrugada",2,2,"female","female",4.8,0.421637021355784,5,10
"617",8,"muñeca","Different Sense","Tenía una muñeca lesionada","Tenía una muñeca preciosa",1,2,"female","female",1.4,0.699205898780101,1,10
"618",8,"naranja","Same Sense","Era una naranja jugosa","Era una naranja madura",1,1,"female","female",5,0,5,10
"619",8,"nave","Different Sense","Era una nave de madera","Era una nave católica",1,2,"female","female",1.8,0.918936583472681,1.5,10
"620",8,"nota","Different Sense","Era una nota desafinada","Era una nota satisfactoria",1,2,"female","female",2.9,1.72884033065199,2.5,10
"621",8,"nota","Same Sense","Era una nota aguda","Era una nota musical",1,1,"female","female",4.7,0.674948557710553,5,10
"622",8,"ola","Different Sense","Se trataba de una ola marítima","Se trataba de una ola migratoria",1,2,"female","female",1.6,0.843274042711568,1,10
"623",8,"órgano","Different Sense","Tenía un órgano ceremonial","Tenía un órgano operado",1,2,"male","male",1.1,0.316227766016838,1,10
"624",8,"palma","Different Sense","Estaba en la palma de coco","Estaba en la palma izquierda",1,2,"female","female",1.5,0.707106781186548,1,10
"625",8,"papa","Same Sense","Era un papa comprensivo","Era un papa conservador",2,2,"male","male",4.7,0.483045891539648,5,10
